b'basic information',b'description'
"b'COLOR=#000000><CAPTION><B>National UFO Reporting Center</B></CAPTION></FONT>\\r\\n\\r\\n<THEAD>\\r\\n<TR>\\r\\n<TH BGCOLOR=#c0c0c0 BORDERCOLOR=#000000 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Sighting Report</FONT></TH>\\r\\n\\r\\n</TR>\\r\\n</THEAD>\\r\\n<TBODY>\\r\\n<TR VALIGN=TOP>\\r\\n<TD BORDERCOLOR=#d0d7e5 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Occurred : 1/28/2017 21:00  (Entered as : 1/28/17 21:00)<BR>Reported: 1/28/2017 6:33:35 PM 18:33<BR>Posted: 2/3/2017<BR>Location: Conway, SC<BR>Shape: Light<BR>Duration:Days</FONT></TD>'","b'COLOR=#000000>Conway sc, bright star like light but not a star moving slowly through the sky!<BR><BR>Looks like a bright star!!  But it is no star!!  Zigzags in the sky and moves very slowly.  You would think it was a star or planet but it seems to be way too low to the earth to be a planet.  We thought it was a plane but it made no sound and no flashing lights and in the video u can see other planes and such flying and they were no comparison!  The first night we saw it was two nights ago.  It was in the exact same spot and was green (video)!! <BR><BR>Tonight, same spot same movements, but it looked like it was orange for a moment then had a hint of green every now and then.  There is a star in the background and you can tell that whatever it is is moving away from the star and is obviously not supposed to be there!</FONT></TD>'"
"b'COLOR=#000000><CAPTION><B>National UFO Reporting Center</B></CAPTION></FONT>\\r\\n\\r\\n<THEAD>\\r\\n<TR>\\r\\n<TH BGCOLOR=#c0c0c0 BORDERCOLOR=#000000 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Sighting Report</FONT></TH>\\r\\n\\r\\n</TR>\\r\\n</THEAD>\\r\\n<TBODY>\\r\\n<TR VALIGN=TOP>\\r\\n<TD BORDERCOLOR=#d0d7e5 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Occurred : 1/28/2017 20:50  (Entered as : 01/28/2017 20:50)<BR>Reported: 1/28/2017 9:47:58 PM 21:47<BR>Posted: 2/3/2017<BR>Location: Sahuarita, AZ<BR>Shape: Formation<BR>Duration:~6 minutes</FONT></TD>'","b'COLOR=#000000>Formation of steady, orange lights, east of Sahuarita, AZ traveling SSW.  Visible for appx. 6 minutes.<BR><BR>While trying to photograph Venus tonight, my Wife, Son, and I witnessed a strange constellation of orange, steady (not blinking) lights in the eastern sky moving in what appeared to be a south-westerly direction.  The Unidentified Flying Objects (UFOs) disappeared below the SSW horizon.<BR><BR>There were five lights forming a triangle or chevron, separated by what appeared to be a great distance.<BR><BR>I am familiar with common aircraft navigation lights, and these lights were orange--not the standard red, green, or white.</FONT></TD>'"
"b'COLOR=#000000><CAPTION><B>National UFO Reporting Center</B></CAPTION></FONT>\\r\\n\\r\\n<THEAD>\\r\\n<TR>\\r\\n<TH BGCOLOR=#c0c0c0 BORDERCOLOR=#000000 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Sighting Report</FONT></TH>\\r\\n\\r\\n</TR>\\r\\n</THEAD>\\r\\n<TBODY>\\r\\n<TR VALIGN=TOP>\\r\\n<TD BORDERCOLOR=#d0d7e5 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Occurred : 1/28/2017 20:29  (Entered as : 1/28/17 20:29)<BR>Reported: 1/29/2017 11:06:24 AM 11:06<BR>Posted: 2/3/2017<BR>Location: Chardon, OH<BR>Shape: Light<BR>Duration:2-3 minutes</FONT></TD>'","b'COLOR=#000000>Three lights spotted over rural area.<BR><BR>I was on the second floor of my home, sitting on a couch that looks out a east facing window.  I noticed a bright light sitting directly above the tree line of my front yard. I went to the window to take a closer look to see if it was a plane or a drone.  The light did not waiver and sat, about the size of a beach ball in one spot.  At this time it was 8:29 p.m and snow was densely falling outside.  The light was  bright enough to be clearly seen, even in the adverse weather.  I opened the window to listen for sounds such as a helicopter or airplane but none were present.  It felt as though the light was watching me and I was watching it. I shut my blinds and continued to watch the light through them.  Suddenly 2 more beach ball sized lights appeared.  One was positioned about 75 feet away from the first light, but hung at the same level.  The second was about 100 feet over to the right, and hung lower than the other two.  I called down to my husband, and joined him a! t the window on the first floor of our home.  We watched the lights together for about another minute, and then all three started moving toward the left, northbound up the street and out of sight.  <BR><BR>I am a 64 year old librarian and my husband is a 69 year old retired brick mason and decorated Vietnam combat medic.  We have resided in our home since 1987 and have never witnessed this phenomenon before.</FONT></TD>'"
"b'COLOR=#000000><CAPTION><B>National UFO Reporting Center</B></CAPTION></FONT>\\r\\n\\r\\n<THEAD>\\r\\n<TR>\\r\\n<TH BGCOLOR=#c0c0c0 BORDERCOLOR=#000000 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Sighting Report</FONT></TH>\\r\\n\\r\\n</TR>\\r\\n</THEAD>\\r\\n<TBODY>\\r\\n<TR VALIGN=TOP>\\r\\n<TD BORDERCOLOR=#d0d7e5 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Occurred : 1/28/2017 20:20  (Entered as : 01/28/17 20:20)<BR>Reported: 1/28/2017 8:16:39 PM 20:16<BR>Posted: 2/3/2017<BR>Location: Chandler, AZ<BR>Shape: Light<BR>Duration:3 minutes</FONT></TD>'","b'COLOR=#000000>3 Large Orange lights hover over Chandler, AZ.<BR><BR>Around 8:20 PM, January 28th, 2017,  in Chandler, Arizona, I walked to the mailbox and notice 3 large orange lights hovering above.  They were group in a triangular shape, not moving for around  for ~1 or 2 minutes.  <BR><BR>Next thing I know, 2 shoot off and disappear, while the 3rd light stays behind for about another minute, before disappearing, as well.   <BR><BR>During this time, it was easy to distinguish airplanes flying in the distance.</FONT></TD>'"
"b'COLOR=#000000><CAPTION><B>National UFO Reporting Center</B></CAPTION></FONT>\\r\\n\\r\\n<THEAD>\\r\\n<TR>\\r\\n<TH BGCOLOR=#c0c0c0 BORDERCOLOR=#000000 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Sighting Report</FONT></TH>\\r\\n\\r\\n</TR>\\r\\n</THEAD>\\r\\n<TBODY>\\r\\n<TR VALIGN=TOP>\\r\\n<TD BORDERCOLOR=#d0d7e5 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Occurred : 1/28/2017 19:00  (Entered as : 1900)<BR>Reported: 1/29/2017 6:19:14 AM 06:19<BR>Posted: 2/3/2017<BR>Location: Portland, OR<BR>Shape: <BR>Duration:</FONT></TD>'","b""COLOR=#000000>PETER| MY COUSIN CALLED ME 1/28/17 SAID HE HAD BEEN WATCHING A STATIONARY BRIGHT OBJECT IN THE WESTERN SKY FOR OVER AN HOUR  SAID HE VIDEOED OBJECT CAN;T GET HIM TO FILE ONLINE REPORT.BUT I\\'M TRYING.HE SAID HE WILL EMAIL ME THE VIDEO.WHEN I GET IT I\\'LL FOWARD TO YOU..DID ANY MORE OF PORTLAND,OR. REPORTS MAKE IT TO YOU?<BR><BR><BR>((NUFORC Note:  Anonymous report.  Sighting of Venus.  We wish people would read the material on our homepage, before submitting reports.  We have a request on our homepage that people not report Venus, or the star, Sirius.  PD))<BR><BR>((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))</FONT></TD>"""
"b'COLOR=#000000><CAPTION><B>National UFO Reporting Center</B></CAPTION></FONT>\\r\\n\\r\\n<THEAD>\\r\\n<TR>\\r\\n<TH BGCOLOR=#c0c0c0 BORDERCOLOR=#000000 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Sighting Report</FONT></TH>\\r\\n\\r\\n</TR>\\r\\n</THEAD>\\r\\n<TBODY>\\r\\n<TR VALIGN=TOP>\\r\\n<TD BORDERCOLOR=#d0d7e5 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Occurred : 1/28/2017 18:50  (Entered as : 1/28/2017 18:50)<BR>Reported: 2/9/2017 8:39:46 PM 20:39<BR>Posted: 2/10/2017<BR>Location: Ft. Lauderdale, FL<BR>Shape: Fireball<BR>Duration:3 minutes</FONT></TD>'","b'COLOR=#000000>We saw a total of 7 red/ orange lights.  We were facing north, and they were coming from the northeast towards the southwest.  The first group were 2 running parallel and a smaller one following suit.  The 2 running parallel, the one on the left veered slightly to the west, and shot straight up into a little puffy cloud to never to be seen.  The one running parrellel with it moved in a similar direction about thirty seconds after the first to shoot up into a cloud to never be seen.  The third one following which seemed to be smaller, about thirty seconds after seemed to follow the other two in the same direction never to be seen.  The next set were four of the same color lights, no particular formation, did the same pattern one by one and disappeared, maybe 10 seconds between each, never to be seen again.  These were definitely not planes, drones, weather balloons etc.  We found it interesting and have noticed 2 other posts that saw similar lights.<BR><BR><BR>((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))</FONT></TD>'"
"b'COLOR=#000000><CAPTION><B>National UFO Reporting Center</B></CAPTION></FONT>\\r\\n\\r\\n<THEAD>\\r\\n<TR>\\r\\n<TH BGCOLOR=#c0c0c0 BORDERCOLOR=#000000 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Sighting Report</FONT></TH>\\r\\n\\r\\n</TR>\\r\\n</THEAD>\\r\\n<TBODY>\\r\\n<TR VALIGN=TOP>\\r\\n<TD BORDERCOLOR=#d0d7e5 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Occurred : 1/28/2017 18:30  (Entered as : 1/28/17 18:30)<BR>Reported: 1/29/2017 9:36:32 AM 09:36<BR>Posted: 2/3/2017<BR>Location: Londonderry/Hudson, NH<BR>Shape: Disk<BR>Duration:30 minutes</FONT></TD>'","b'COLOR=#000000>We left the house at 6:30 pm and immediately I saw in the sky a bright light that I have never seen before.  I kept my gaze towards it and as we drove through town I saw it moving around slowly in weird patterns that I know no air craft can move in.  I told my girlfriend and friends and her mom to look to the sky and we kept seeing it.  It stayed for about fifteen minutes almost like it was following us and then disappeared behind a cloud, only to return again into view later on.  Once we got to our destination it was still up in the sky but one point I looked and it was completely gone then shot back into view.  The light pattern on it was very strange because the object looked circular to me but the reflection of the lights was white and bright but it shot out and multiple directions making the form of a v.<BR><BR><BR>((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))</FONT></TD>'"
"b'COLOR=#000000><CAPTION><B>National UFO Reporting Center</B></CAPTION></FONT>\\r\\n\\r\\n<THEAD>\\r\\n<TR>\\r\\n<TH BGCOLOR=#c0c0c0 BORDERCOLOR=#000000 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Sighting Report</FONT></TH>\\r\\n\\r\\n</TR>\\r\\n</THEAD>\\r\\n<TBODY>\\r\\n<TR VALIGN=TOP>\\r\\n<TD BORDERCOLOR=#d0d7e5 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Occurred : 1/28/2017 18:30  (Entered as : 01/28/17 18:30)<BR>Reported: 1/28/2017 8:39:10 PM 20:39<BR>Posted: 2/3/2017<BR>Location: Scottsdale, AZ<BR>Shape: Triangle<BR>Duration:5 minutes</FONT></TD>'","b'COLOR=#000000>Huge fire orange objects over Phoenix.<BR><BR>Leaving our house in the mountains of Scottsdale with a view of the city, my wife said oh my god what is that?  There were three huge diamond shaped lights in the sky that were fire orange.  They had two smaller white lights flanking the side.   They suddenly changed formation and disappeared.   <BR><BR>They were 10x the size of commercial jets landing at Sky Harbor which we have a view of.   Oddly enough, my office is by the Scottsdale Airport and there were many (f18&#8217;s &#8211; not exactly sure) on the tarmac all week, which is odd because there are very few military planes there ever (I have worked close to that airport for over 20 years and have only seen military aircraft for air-shows.)<BR><BR><BR>((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))</FONT></TD>'"
"b'COLOR=#000000><CAPTION><B>National UFO Reporting Center</B></CAPTION></FONT>\\r\\n\\r\\n<THEAD>\\r\\n<TR>\\r\\n<TH BGCOLOR=#c0c0c0 BORDERCOLOR=#000000 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Sighting Report</FONT></TH>\\r\\n\\r\\n</TR>\\r\\n</THEAD>\\r\\n<TBODY>\\r\\n<TR VALIGN=TOP>\\r\\n<TD BORDERCOLOR=#d0d7e5 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Occurred : 1/28/2017 17:15  (Entered as : 01/28/2017 17:15)<BR>Reported: 1/30/2017 6:57:55 AM 06:57<BR>Posted: 2/3/2017<BR>Location: Waunakee, WI<BR>Shape: Unknown<BR>Duration:1 minute</FONT></TD>'","b'COLOR=#000000>Heading south on 12 from Springfield Corners towards Madison.  Bright white light towards Madison.  Slightly higher and left from nearby radio antenna. Similar to a star but 10x brighter and slightly larger.  Hovered still until streaking fast to the right and dissapearing.  I was watching and expecting the object to turn and see red and green lights being near the airport, however the only light was a very bright whitish/blue.  The object also dissapeared far faster than any jet could.</FONT></TD>'"
"b'COLOR=#000000><CAPTION><B>National UFO Reporting Center</B></CAPTION></FONT>\\r\\n\\r\\n<THEAD>\\r\\n<TR>\\r\\n<TH BGCOLOR=#c0c0c0 BORDERCOLOR=#000000 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Sighting Report</FONT></TH>\\r\\n\\r\\n</TR>\\r\\n</THEAD>\\r\\n<TBODY>\\r\\n<TR VALIGN=TOP>\\r\\n<TD BORDERCOLOR=#d0d7e5 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Occurred : 1/28/2017 09:15  (Entered as : 01/28/17 9:15)<BR>Reported: 1/28/2017 6:34:15 PM 18:34<BR>Posted: 2/3/2017<BR>Location: Cumming, GA<BR>Shape: Rectangle<BR>Duration:Not sure</FONT></TD>'","b""COLOR=#000000>We just saw a very bright light, but it wasn\\'t a plane or anything like that.  It wasn\\'t a star.  It was very bright!  <BR><BR>At first we didn\\'t think it was moving, in fact it looked stationary, but finally it started to move away from us. It was going northwest.  <BR><BR>I took pictures of it and when I blew up the picture it looked huge.  It was brighter then any star, street light or anything I have ever seen in the sky.</FONT></TD>"""
"b'COLOR=#000000><CAPTION><B>National UFO Reporting Center</B></CAPTION></FONT>\\r\\n\\r\\n<THEAD>\\r\\n<TR>\\r\\n<TH BGCOLOR=#c0c0c0 BORDERCOLOR=#000000 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Sighting Report</FONT></TH>\\r\\n\\r\\n</TR>\\r\\n</THEAD>\\r\\n<TBODY>\\r\\n<TR VALIGN=TOP>\\r\\n<TD BORDERCOLOR=#d0d7e5 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Occurred : 1/28/2017 05:00  (Entered as : 1/28/17 5:00)<BR>Reported: 2/20/2017 1:56:46 PM 13:56<BR>Posted: 2/22/2017<BR>Location: Porterville, CA<BR>Shape: Circle<BR>Duration:5 minutes</FONT></TD>'","b'COLOR=#000000>A large circular (perfectly round) object glowing amber moved slowly north and west and appeared to stop over Three Rivers, CA, or there abouts  before letting two identical objects drop 90 degrees from the bottom.  The two objects were indentical but very much smaller.  The following day it began to rain heavily with hail.  This was around 1/27 or 28.  The hail event would identify the exact date as we have not had hail before or since for a very long time.  Seeding??  Who knows?<BR><BR><BR>((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))<BR><BR>((NUFORC Note:  Source of report indicates that the date is approximate.  PD))</FONT></TD>'"
"b'COLOR=#000000><CAPTION><B>National UFO Reporting Center</B></CAPTION></FONT>\\r\\n\\r\\n<THEAD>\\r\\n<TR>\\r\\n<TH BGCOLOR=#c0c0c0 BORDERCOLOR=#000000 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Sighting Report</FONT></TH>\\r\\n\\r\\n</TR>\\r\\n</THEAD>\\r\\n<TBODY>\\r\\n<TR VALIGN=TOP>\\r\\n<TD BORDERCOLOR=#d0d7e5 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Occurred : 1/28/2017 03:54  (Entered as : 1/28/17 03:54)<BR>Reported: 2/3/2017 6:43:48 PM 18:43<BR>Posted: 2/10/2017<BR>Location: Reno, NV<BR>Shape: Unknown<BR>Duration:15 minutes</FONT></TD>'","b'COLOR=#000000>I had just left work and was driving on west on W. Fourth Street in Reno.  I pulled into Taco Bell and I noticed these 3 red lights drifting in the air.  They were in alignment one on top of the other and were slowly moving south and up.  They looked mysterious to me.  After I left the drive thru at Taco Bell I noticed a car with two men outside of it and they were looking in the sky.  I said to them, &#8220;Oh, you saw those too?&#8221;  One guy said, &#8220;ya, there was three of them, but they left, this is the last one.&#8221;  I drove up a bit so I could get out of the lights because I wanted to take a video.  I took a video and then watched it for a while and left.  It gradually faded and kept going up and to the left.<BR><BR>Thank you, I am a Coast listener and I will send you the video if you&#8217;d like.  Please let me know.</FONT></TD>'"
"b'COLOR=#000000><CAPTION><B>National UFO Reporting Center</B></CAPTION></FONT>\\r\\n\\r\\n<THEAD>\\r\\n<TR>\\r\\n<TH BGCOLOR=#c0c0c0 BORDERCOLOR=#000000 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Sighting Report</FONT></TH>\\r\\n\\r\\n</TR>\\r\\n</THEAD>\\r\\n<TBODY>\\r\\n<TR VALIGN=TOP>\\r\\n<TD BORDERCOLOR=#d0d7e5 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Occurred : 1/28/2017 00:10  (Entered as : 01/28/2017 0:10)<BR>Reported: 1/28/2017 8:30:12 AM 08:30<BR>Posted: 2/3/2017<BR>Location: Jenks, OK<BR>Shape: Circle<BR>Duration:3 minutes</FONT></TD>'","b'COLOR=#000000>Very bright green singular orb pulsing illogically, making 90-degree turns and moving impossibly.<BR><BR>January 28th, 2017, at roughly 12:10 a.m., my boyfriend called me outside to see something, telling me to hurry.  As a smoker, he is outside rather frequently.  I dropped the late night dishes I was working on and hurried to the back door assuming he had spotted an owl.  He pointed at the sky and said, &#8220;WHAT is THAT?&#8221;  Frankly, I started to say helicopter but I got this out, &#8220;heli&#8230;&#8221; as I took in the sight and realized how large, how bright, how pulsing, and how it was NOT moving like a helicopter.  Furthermore, helicopters don&#8217;t use shockingly green, pulsing lights.<BR><BR> The very bright, and I mean bright, neon-electric green blob shot in 90-degree angles multiple times where I heard myself blurt, &#8220;What IS that?&#8221;  Just like my boyfriend had done.  It gave me the impression it was darting from place to place like it had not prepared a logical route and had to backtrack frequently.  I&#8217;m sure that&#8217;s not true but that is exactly what went through my logical, planning mind.  I would plot a course and have a plan of action, not dart and backtrack all over town if I was trying to accomplish something.<BR><BR>It flashed, I really should say pulsed, this green light but it wasn&#8217;t logical pulsing like an aircraft does.  I live near a very small, businessman&#8217;s style airport, RL Jones in Jenks, OK and having lived here about 15 years, I know what the airplanes coming and going look like and what they do night and day.  Additionally, my former step-father of 10 years was a pilot for American Airlines and I&#8217;ve been in his open-cockpit airplane, a private jet he flew and have detailed experience being in and around aircraft.  This was NOT an airplane.<BR><BR>This thing was brighter than anything in the sky.  If I had to compare its brightness to something I would go with something in Las Vegas.  One of their casinos.  That bright.  Bright enough that when my boyfriend pointed it out, I didn&#8217;t have scan the horizon and search or squint.  My eyes snapped right to this green flashing light.<BR><BR>It made no sound I could hear.  The pulsing lights it had would flash very quickly but not in any discernable pattern, and then turn off for a split second.  When the lights would return, all but once it would have moved a decent distance.  At one point it shot so far away, it became a pinpoint of green light, but then it immediately shot back to where it had been.<BR><BR>Like I said, this pulsing, vibrant light had no logical sequence of illumination I could detect and I got the visual feeling that the lights were rolling upward, sideways and down to create the undulating, pulsing type light I was witnessing.<BR><BR>Right as my boyfriend returned with his phone to try and record this thing, the light went out for about 1 second.  It illuminated again still in the same spot, and then the object moved a great linear distance over the rooftops in my field of vision.  It was gone in a second.  1 single second after traversing what is visually to me at least two miles.  Probably more like three as we sit on a bit of rolling hill and can see very far from our vantage point.  It disappeared after it made that long, inexplicable stretch.<BR><BR>The trajectory it took generally takes the airplanes I see a couple of minutes to cross.  I watch airplanes take the similar route daily and I can watch them for minutes.  This was a singular second.  I have to assume this object was large to be where it was and so visible, because typically those aircraft are 747&#8217;s when they are at that altitude, or much lower and loud if leaving RL Jones and obvious.  I can see airplanes from both airports from where my house sits.  This thing was markedly brighter, like incomparably bright.<BR><BR>You might be tempted to assume it was a Friday night and we were drinking.  First, I&#8217;m 48-years-old and so is my boyfriend.  Secondly, he just got out of the hospital with diverticulitis.  One of his antibiotics he must take is alternatively used to help people quit drinking and will cause vicious migraine headaches if the patient attempts to drink.  The pharmacist heavily warned him not to dare drink anything alcoholic while taking this antibiotic, so not only was he not drinking, I wasn&#8217;t.  We don&#8217;t take drugs, either.  Neither of us has mental disorders of any sort, nor would be so insane as to take time out of our day to write a fake report.<BR><BR>I actually was very unnerved.  I said prayers, to be frank, for a good while before I went to bed about 30 minutes later.  I didn&#8217;t get a happy E.T. feeling.  I got a hair-raising, yuck, I-don&#8217;t-like-that-thing feeling.  I&#8217;m not a fearful person.  Yet, my arm hair stood on end several minutes after coming back inside the house.<BR><BR>It was a clear night.  No clouds, no weather, if that matters.<BR><BR>Anyway, thank you for letting me report this.  I actually came to this site to check your information hoping someone else saw this.  With the hills we live atop I shouldn&#8217;t have been one of two people to see it.  It was over the Arkansas River a good while, so I assume people on Riverside Drive on the east side of the river, (I&#8217;m on the west side of this river) which is still Jenks, could see it.  As far as it darted it also spent some time (seconds that I saw, no more) over south Tulsa, and when it took its pinprick size, long distant jaunt for that second, I would say it was over Glenpool but it went so far it may have crossed into another small suberb. (I&#8217;m on the Jenks/Glenpool border.)  Thanks again.</FONT></TD>'"
